contractor_id,contractor_type_id,contractor_version,contractor_bus_name,contractor_number,dmerc_rgn,address1,address2,address3,city,state_id,zipcode,phone,fax,status,last_updated,url,email,ignore,status_flag,cmd_name,cmd_title,contractor_subtype_id
303,13,1,"National Government Services, Inc.",14411,7,P.O. Box 7108,,,Indianapolis,20,46207-7108,8668370241,,A,2026-04-30 23:18:10.220000,www.ngsmedicare.com,,,Y,"Stephen D. Boren, MD",Contractor Medical Director,1
304,13,1,"National Government Services, Inc.",14211,7,P.O. Box 7108,,,Indianapolis,20,46207-7108,8668370241,,A,2026-04-30 23:15:16.863000,www.ngsmedicare.com,,,Y,"Stephen D. Boren, MD",Contractor Medical Director,1
305,13,1,"National Government Services, Inc.",14311,7,P.O. Box 7108,,,Indianapolis,20,46207-7108,8668370241,,A,2026-04-30 23:19:29.810000,www.ngsmedicare.com,,,Y,"Stephen D. Boren, MD",Contractor Medical Director,1
306,13,1,"National Government Services, Inc.",14511,7,P.O. Box 7108,,,Indianapolis,20,46207-7108,8668370241,,A,2026-04-30 23:16:32.413000,www.ngsmedicare.com,,,Y,"Stephen D. Boren, MD",Contractor Medical Director,1
307,13,1,"National Government Services, Inc.",14111,7,P.O. Box 7108,,,Indianapolis,20,46207-7108,8668370241,,A,2026-04-30 23:13:43.117000,www.ngsmedicare.com,,,Y,"Stephen D. Boren, MD",Contractor Medical Director,1
308,13,1,"National Government Services, Inc.",14014,7,P.O. Box 7108,,,Indianapolis,20,46207-7108,8668370241,,A,2026-05-04 19:15:33.680000,www.ngsmedicare.com,,,Y,"Stephen D. Boren, MD",Contractor Medical Director,3
309,13,1,"National Government Services, Inc.",14112,7,P.O. Box 7108,,,Indianapolis,20,46207-7108,8668370241,,A,2026-04-30 23:18:55.903000,www.ngsmedicare.com,,,Y,"Stephen D. Boren, MD",Contractor Medical Director,2
310,13,1,"National Government Services, Inc.",14212,7,P.O. Box 7108,,,Indianapolis,20,46207-7108,8668370241,,A,2026-04-30 23:14:37.710000,www.ngsmedicare.com,,,Y,"Stephen D. Boren, MD",Contractor Medical Director,2
311,13,1,"National Government Services, Inc.",14312,7,P.O. Box 7108,,,Indianapolis,20,46207-7108,8668370241,,A,2026-04-30 23:20:00.050000,www.ngsmedicare.com,,,Y,"Stephen D. Boren, MD",Contractor Medical Director,2
312,13,1,"National Government Services, Inc.",14512,7,P.O. Box 7108,,,Indianapolis,20,46207-7108,8668370241,,A,2026-04-30 23:17:12.920000,www.ngsmedicare.com,,,Y,"Stephen D. Boren, MD",Contractor Medical Director,2
313,13,1,"National Government Services, Inc.",14412,7,P.O. Box 7108,,,Indianapolis,20,46207-7108,8668370241,,A,2026-04-30 23:16:08.100000,www.ngsmedicare.com,,,Y,"Stephen D. Boren, MD",Contractor Medical Director,2
314,12,1,"Novitas Solutions, Inc.",12101,8,2020 Technology Parway,Suite 100,,Mechanicsburg,45,17050-,8772358073,,A,2025-12-10 16:25:57.130000,www.novitas-solutions.com,,,Y,"Anitra S. Graves, MD",Lead Executive Contractor Medical Director,1
315,12,1,"Novitas Solutions, Inc.",12201,8,2020 Technology Parkway,Suite 100,,Mechanicsburg,45,17050-,8772358073,,A,2025-12-10 16:28:33.560000,www.novitas-solutions.com,,,Y,"Anitra S. Graves, MD",Lead Executive Contractor Medical Director,1
316,12,1,"Novitas Solutions, Inc.",12301,8,2020 Technology Parkway,Suite 100,,Mechanicsburg,45,17050-,8772358073,,A,2025-12-10 16:31:04.580000,www.novitas-solutions.com,,,Y,"Anitra S. Graves, MD",Lead Executive Contractor Medical Director,1
317,12,1,"Novitas Solutions, Inc.",12401,8,2020 Technology Parkway,2020 Technology Parkway,,Mechanicsburg,45,17050-,8772358073,,A,2025-12-10 16:33:08.250000,www.novitas-solutions.com,,,Y,"Anitra S. Graves, MD",Lead Executive Contractor Medical Director,1
318,12,1,"Novitas Solutions, Inc.",12501,8,2020 Technology Parkway,Suite 100,,Mechanicsburg,45,17050-,8772358073,,A,2025-12-10 16:35:24.857000,www.novitas-solutions.com,,,Y,"Anitra S. Graves, MD",Lead Executive Contractor Medical Director,1
319,12,1,"Novitas Solutions, Inc.",12102,8,2020 Technology Parkway,Suite 100,,Mechanicsburg,45,17050-,8772358073,,A,2025-12-10 16:27:28.313000,www.novitas-solutions.com,,,Y,"Anitra S. Graves, MD",Lead Executive Contractor Medical Director,2
320,12,1,"Novitas Solutions, Inc.",12202,8,2020 Technology Parkway,Suite 100,,Mechanicsburg,45,17050-,8772358073,,A,2025-12-10 16:29:36.850000,www.novitas-solutions.com,,,Y,"Anitra S. Graves, MD",Lead Executive Contractor Medical Director,2
321,12,1,"Novitas Solutions, Inc.",12302,8,2020 Technology Parkway,Suite 100,,Mechanicsburg,45,17050-,8772358073,,A,2025-12-10 16:32:04.550000,www.novitas-solutions.com,,,Y,"Anitra S. Graves, MD",Lead Executive Contractor Medical Director,2
322,12,1,"Novitas Solutions, Inc.",12402,8,2020 Technology Parkway,Suite 100,,Mechanicsburg,45,17050-,8772358073,,A,2025-12-10 16:34:24.037000,www.novitas-solutions.com,,,Y,"Anitra S. Graves, MD",Lead Executive Contractor Medical Director,2
323,12,1,"Novitas Solutions, Inc.",12502,8,2020 Technology Parkway,Suite 100,,Mechanicsburg,45,17050-,8772358073,,A,2025-12-10 16:36:27.073000,www.novitas-solutions.com,,,Y,"Anitra S. Graves, MD",Lead Executive Contractor Medical Director,2
324,12,1,"Novitas Solutions, Inc.",12901,8,2020 Technology Parkway,Suite 100,,Mechanicsburg,45,17050-,8772358073,,A,2025-12-10 16:37:28.597000,www.novitas-solutions.com,,,Y,"Anitra S. Graves, MD",Lead Executive Contractor Medical Director,1
325,12,1,"Novitas Solutions, Inc.",07102,4,2020 Technology Parkway,Suite 100,,Mechanicsburg,45,17050-,8552528782,,A,2025-12-10 16:20:32.713000,www.novitas-solutions.com,,,Y,"Anitra S. Graves, MD",Lead Executive Contractor Medical Director,2
326,12,1,"Novitas Solutions, Inc.",07202,4,2020 Technology Parkway,Suite 100,,Mechanicsburg,45,17050-,8552528782,,A,2025-12-10 16:22:31.483000,www.novitas-solutions.com,,,Y,"Anitra S. Graves, MD",Lead Executive Contractor Medical Director,2
327,12,1,"Novitas Solutions, Inc.",07101,4,2020 Technology Parkway,Suite 100,,Mechanicsburg,45,17050-,8552528782,,A,2025-12-10 16:19:34.623000,www.novitas-solutions.com,,,Y,"Anitra S. Graves, MD",Lead Executive Contractor Medical Director,1
328,12,1,"Novitas Solutions, Inc.",07201,4,2020 Technology Parkway,Suite 100,,Mechanicsburg,45,17050-,8552528782,,A,2025-12-10 16:21:30.157000,www.novitas-solutions.com,,,Y,"Anitra S. Graves, MD",Lead Executive Contractor Medical Director,1
329,12,1,"Novitas Solutions, Inc.",07301,4,2020 Technology Parkway,Suite 100,,Mechanicsburg,45,17050-,8552528782,,A,2025-12-10 16:23:27.427000,www.novitas-solutions.com,,,Y,"Anitra S. Graves, MD",Lead Executive Contractor Medical Director,1
330,12,1,"Novitas Solutions, Inc.",07302,4,2020 Technology Parkway,Suite 100,,Mechanicsburg,45,17050-,8552528782,,A,2025-12-10 16:24:23.913000,www.novitas-solutions.com,,,Y,"Anitra S. Graves, MD",Lead Executive Contractor Medical Director,2
331,12,1,"Novitas Solutions, Inc.",04111,4,2020 Technology Parkway,Suite 100,,Mechanicsburg,45,17050-,8552528782,,A,2025-12-10 16:03:23.030000,www.novitas-solutions.com,,,Y,"Anitra S. Graves, MD",Lead Executive Contractor Medical Director,1
332,12,1,"Novitas Solutions, Inc.",04211,4,2020 Technology Parkway,Suite 100,,Mechanicsburg,45,17050-,8552528782,,A,2025-12-10 16:06:13.470000,www.novitas-solutions.com,,,Y,"Anitra S. Graves, MD",Lead Executive Contractor Medical Director,1
333,12,1,"Novitas Solutions, Inc.",04311,4,2020 Technology Parkway,Suite 100,,Mechanicsburg,45,17050-,8552528782,,A,2025-12-10 16:08:38.213000,www.novitas-solutions.com,,,Y,"Anitra S. Graves, MD",Lead Executive Contractor Medical Director,1
334,12,1,"Novitas Solutions, Inc.",04411,4,2020 Technology Parkway,Suite 100,,Mechanicsburg,45,17050-,8552528782,,A,2025-12-10 16:16:15.633000,www.novitas-solutions.com,,,Y,"Anitra S. Graves, MD",Lead Executive Contractor Medical Director,1
335,12,1,"Novitas Solutions, Inc.",04112,4,2020 Technology Parkway,Suite 100,,Mechanicsburg,45,17050-,8552528782,,A,2025-12-10 16:05:03.940000,www.novitas-solutions.com,,,Y,"Anitra S. Graves, MD",Lead Executive Contractor Medical Director,2
336,12,1,"Novitas Solutions, Inc.",04212,4,2020 Technology Parkway,Suite 100,,Mechanicsburg,45,17050-,8552528782,,A,2025-12-10 16:07:33.650000,www.novitas-solutions.com,,,Y,"Anitra S. Graves, MD",Lead Executive Contractor Medical Director,2
337,12,1,"Novitas Solutions, Inc.",04312,4,2020 Technology Parkway,Suite 100,,Mechanicsburg,45,17050-,8552528782,,A,2025-12-10 16:15:15.727000,www.novitas-solutions.com,,,Y,"Anitra S. Graves, MD",Lead Executive Contractor Medical Director,2
338,12,1,"Novitas Solutions, Inc.",04412,4,2020 Technology Parkway,Suite 100,,Mechanicsburg,45,17050-,8552528782,,A,2025-12-10 16:17:32.377000,www.novitas-solutions.com,,,Y,"Anitra S. Graves, MD",Lead Executive Contractor Medical Director,2
339,12,1,"Novitas Solutions, Inc.",04911,4,2020 Technology Parkway,Suite 100,,Mechanicsburg,45,17050-,8552528782,,A,2025-12-10 16:18:33.263000,www.novitas-solutions.com,,,Y,"Anitra S. Graves, MD",Lead Executive Contractor Medical Director,1
340,12,1,"Noridian Healthcare Solutions, LLC",03201,2,900 42nd Street S,PO Box 6774,,Fargo,35,58108-6774,8779088431,,A,2026-07-15 15:02:34.597000,www.noridianmedicare.com,,,Y,Ann Marie Sun,MD,1
341,12,1,"Noridian Healthcare Solutions, LLC",03301,2,4510 13th Ave. S,PO Box 6774,,Fargo,35,58108-6774,8779088431,,A,2026-07-15 15:08:06.867000,www.noridianmedicare.com,,,Y,Ann Marie Sun,MD,1
342,12,1,"Noridian Healthcare Solutions, LLC",03401,2,4510 13th Ave. S,PO Box 6774,,Fargo,35,58108-6774,8779088431,,A,2026-07-15 15:07:36.397000,www.noridianmedicare.com,,,Y,Ann Marie Sun,MD,1
343,12,1,"Noridian Healthcare Solutions, LLC",03501,2,4510 13th Ave. S,PO Box 6774,,Fargo,35,58108-6774,8779088431,,A,2026-07-15 15:07:07.090000,www.noridianmedicare.com,,,Y,Ann Marie Sun,MD,1
344,12,1,"Noridian Healthcare Solutions, LLC",03601,2,4510 13th Ave. S,PO Box 6774,,Fargo,35,58108-6774,8779088431,,A,2026-07-15 15:06:41.040000,www.noridianmedicare.com,,,Y,Ann Marie Sun,MD,1
345,12,1,"Noridian Healthcare Solutions, LLC",03102,2,900 42nd Street S.,PO Box 6774,,Fargo,35,58108-6774,8779088431,,A,2026-07-15 15:02:55.030000,www.noridianmedicare.com,,,Y,"Ann Marie Sun, MD",MD ,2
346,12,1,"Noridian Healthcare Solutions, LLC",03202,2,4510 13th Ave. S,PO Box 6774,,Fargo,35,58108-6774,8779088431,,A,2026-07-15 15:08:20.717000,www.noridianmedicare.com,,,Y,Ann Marie Sun,MD  ,2
347,12,1,"Noridian Healthcare Solutions, LLC",03302,2,4510 13th Ave. S,PO Box 6774,,Fargo,35,58108-6774,8779088431,,A,2026-07-15 15:07:52.417000,www.noridianmedicare.com,,,Y,Ann Marie Sun,MD,2
348,12,1,"Noridian Healthcare Solutions, LLC",03502,2,4510 13th Ave. S,PO Box 6774,,Fargo,35,58108-6774,8779088431,,A,2026-07-15 15:06:53.797000,www.noridianmedicare.com,,,Y,Ann Marie Sun,MD,2
349,12,1,"Noridian Healthcare Solutions, LLC",03602,2,4510 13th Ave. S,PO Box 6774,,Fargo,35,58108-6774,8779088431,,A,2026-07-15 15:06:26.703000,www.noridianmedicare.com,,,Y,Ann Marie Sun,MD,2
350,12,1,"Noridian Healthcare Solutions, LLC",03402,2,4510 13th Ave. S,PO Box 6774,,Fargo,35,58108-6774,8779088431,,A,2026-07-15 15:07:23.253000,www.noridianmedicare.com,,,Y,Ann Marie Sun,MD,2
351,12,1,"Noridian Healthcare Solutions, LLC",03101,2,4510 13th Ave S.,PO Box 6774,,Fargo,35,58108-6774,8779088431,,A,2026-07-15 15:03:32.103000,www.noridianmedicare.com,,,Y,Ann Marie Sun,MD,1
352,12,1,"Noridian Healthcare Solutions, LLC",02201,2,4510 13th Ave. S,PO Box 6774,,Fargo,35,58108-6774,8779088431,,A,2026-07-15 15:06:04.847000,www.noridianmedicare.com,,,Y,Ann Marie Sun,MD,1
353,12,1,"Noridian Healthcare Solutions, LLC",02101,2,4510 13th Ave. S,PO Box 6774,,Fargo,35,58108-6774,8779088431,,A,2026-07-15 15:10:34.730000,www.noridianmedicare.com,,,Y,Ann Marie Sun,MD,1
354,12,1,"Noridian Healthcare Solutions, LLC",02301,2,4510 13th Ave S.,PO Box 6774,,Fargo,35,58108-6774,8779088431,,A,2026-07-15 15:05:26.557000,www.noridianmedicare.com,,,Y,Ann Marie Sun,MD,1
355,12,1,"Noridian Healthcare Solutions, LLC",02401,2,4510 13th Ave. S.,PO Box 6774,,Fargo,35,58108-6774,8779088431,,A,2026-07-15 15:04:35.147000,www.noridianmedicare.com,,,Y,Ann Marie Sun,MD,1
356,12,1,"Noridian Healthcare Solutions, LLC",02202,2,4510 13th Ave. S.,PO Box 6774,,Fargo,35,58108-6774,8779088431,,A,2026-07-15 15:05:48.487000,www.noridianmedicare.com,,,Y,Ann Marie Sun,MD ,2
357,12,1,"Noridian Healthcare Solutions, LLC",02102,2,4510 13th Ave. S,PO Box 6774,,Fargo,35,58108-6774,8779088431,,A,2026-07-15 15:10:54.290000,www.noridianmedicare.com,,,Y,Ann Marie Sun,MD ,2
358,12,1,"Noridian Healthcare Solutions, LLC",02402,2,4510 13th Ave. S,PO Box 6774,,Fargo,35,58108-6774,8779088431,,A,2026-07-15 15:04:00.270000,www.noridianmedicare.com,,,Y,Ann Marie Sun,MD,2
359,12,1,"Noridian Healthcare Solutions, LLC",02302,2,4510 13th Ave. S.,PO Box 6744,,Fargo,35,58108-6744,8779088431,,A,2026-07-15 15:05:00.427000,www.noridianmedicare.com,,,Y,Ann Marie Sun,MD ,2
360,12,1,"Noridian Healthcare Solutions, LLC",01111,1,4510 13th Ave. S,PO Box 6770,,Fargo ,35,58108-6700,8556099960,,A,2026-07-15 15:08:54.630000,www.noridianmedicare.com,,,Y,Eileen Moynihan,"MD, FACP, FACRh",1
361,12,1,"Noridian Healthcare Solutions, LLC",01211,1,4510 13th Ave. S,PO Box 6700,,Fargo ,35,58108-6700,8556099960,,A,2026-07-15 15:09:26.760000,www.noridianmedicare.com,,,Y,Eileen Moynihan,"MD, FACP, FACRh",1
362,12,1,"Noridian Healthcare Solutions, LLC",01311,1,4510 13th Ave. S,PO Box 6700,, Fargo,35,58108-6700,8556099960,,A,2026-07-15 15:09:53.383000,www.noridianmedicare.com,,,Y,Eileen Moynihan,"MD, FACP, FACRh",1
363,12,1,"Noridian Healthcare Solutions, LLC",01911,1,4510 13th Ave. S,PO Box 6700,,Fargo ,35,58108-6700,8556099960,,A,2026-07-15 15:10:22.947000,www.noridianmedicare.com,,,Y,Eileen Moynihan,"MD, FACP, FACRh",1
364,12,1,"Noridian Healthcare Solutions, LLC",01112,1,4510 13th Ave S,PO Box 6700,,Fargo,35,58108-6700,8556099960,,A,2026-07-15 14:54:24.700000,www.noridianmedicare.com,,,Y,Eileen Moynihan,"MD, FACP, FACRh",2
365,12,1,"Noridian Healthcare Solutions, LLC",01182,1,4510 13th Ave. S,PO Box 6700,,Fargo ,35,58108-6700,8556099960,,A,2026-07-15 15:09:13.630000,www.noridianmedicare.com,,,Y,Eileen Moynihan,"MD, FACP, FACR",2
366,12,1,"Noridian Healthcare Solutions, LLC",01212,1,4510 13th Ave. S,PO Box 6700,,Fargo ,35,58108-6700,8556099960,,A,2026-07-15 15:09:40.930000,www.noridianmedicare.com,,,Y,Eileen Moynihan,"MD, FACP, FACRh",2
367,12,1,"Noridian Healthcare Solutions, LLC",01312,1,4510 13th Ave. S,PO Box 6700,,Fargo ,35,58108-6700,8556099960,,A,2026-07-15 15:10:09.927000,www.noridianmedicare.com,,,Y,Eileen Moynihan,"MD, FACP, FACRh",2
368,12,1,"First Coast Service Options, Inc.",09101,10,532 Riverside Avenue,,,Jacksonville,12,32202-,8664549007,,A,2025-12-10 15:49:21.247000,https://medicare.fcso.com,,,Y,"Anitra S. Graves, MD",Lead Executive Contractor Medical Director,1
369,12,1,"First Coast Service Options, Inc.",09201,10,532 Riverside Avenue,,,Jacksonville,12,32202-,8664549007,,A,2025-12-10 15:52:42.427000,https://medicare.fcso.com,,,Y,"Anitra S. Graves, MD",Lead Executive Contractor Medical Director,1
370,12,1,"First Coast Service Options, Inc.",09102,10,532 Riverside Avenue,,,Jacksonville,12,32202-,8664549007,,A,2025-12-10 15:51:18.963000,https://medicare.fcso.com,,,Y,"Anitra S. Graves, MD",Lead Executive Contractor Medical Director,2
371,12,1,"First Coast Service Options, Inc.",09202,10,532 Riverside Avenue,,,Jacksonville,12,32202-,8664549007,,A,2025-12-10 15:54:06.207000,https://medicare.fcso.com,,,Y,"Anitra S. Graves, MD",Lead Executive Contractor Medical Director,2
372,12,1,"First Coast Service Options, Inc.",09302,10,532 Riverside Avenue,,,Jacksonville,12,32202-,8664549007,,A,2025-12-10 15:55:21.703000,https://medicare.fcso.com,,,Y,"Anitra S. Graves, MD",Lead Executive Contractor Medical Director,2
373,13,1,Palmetto GBA,11004,9,PO Box 100238,AG-275,,Columbia,48,29202-,8556960705,,A,2019-03-26 13:18:14.100000,www.palmettogba.com,,,Y,Shane Mull,"MD, MHA, DABFM, FAAFP",3
374,13,1,Palmetto GBA,11201,9,"Attn: Medical Affairs, AG-275",PO Box 100238,,Columbia,48,29202-3238,8556960705,,A,2022-01-06 18:30:57.683000,www.palmettogba.com,,,Y,Judy Volkar,"MD, FACOG, MBA",1
375,13,1,Palmetto GBA,11301,9,"Attn: Medical Affairs, AG-275",PO Box 100238,,Columbia,48,29202-3238,8556960705,,A,2022-01-06 18:31:11.817000,www.palmettogba.com,,,Y,Judy Volkar,"MD, FACOG, MBA",1
376,13,1,Palmetto GBA,11401,9,"Attn: Medical Affairs, AG-275",PO Box 100238,,Columbia,48,29202-3238,8556960705,,A,2022-01-06 18:31:26.410000,www.palmettogba.com,,,Y,Judy Volkar,"MD, FACOG, MBA",1
377,13,1,Palmetto GBA,11501,9,"Attn: Medical Affairs, AG-275",PO Box 100238,,Columbia,48,29202-3238,8556960705,,A,2022-01-06 18:31:43.280000,www.palmettogba.com,,,Y,Judy Volkar,"MD, FACOG, MBA",1
378,13,1,Palmetto GBA,11202,9,"Attn: Medical Affairs, AG-275",PO Box 100238,,Columbia,48,29202-3238,8556960705,,A,2019-03-26 13:27:42.607000,www.palmettogba.com,,,Y,Miguel Brito,"MD, FCAP, FASCP",2
